Dekade	Title	Number of characters	Max Degree	Average Degree	Density	Average Path Length									
1840	1847-Kaiser_Friedrich-Die_Schule_des_Armen_oder_Zwei_Millionen-speakers	31,00	29,00	8,52	0,28	1,75		1847-Kaiser_Friedrich-Die_Schule_des_Armen_oder_Zwei_Millionen-lina.xml							
1840	1847-Kobell_Franz_von-Der_Roaga-speakers	4,00	3,00	3,00	1,00	1,00		1847-Kobell_Franz_von-Der_Roaga-lina.xml							
1840	1847-Riese_Friedrich_Wilhelm-Martha_oder_Der_Markt_zu_Richmond-speakers	25,00	19,00	9,60	0,40	1,74	Oper	1847-Riese_Friedrich_Wilhelm-Martha_oder_Der_Markt_zu_Richmond-lina.xml							
1840	1848-Dulk_Albert-Die_Wände-speakers	8,00	7,00	4,50	0,64	1,36	Komödie	1848-Dulk_Albert-Die_W%C3%A4nde-lina.xml							
1840	1848-Freytag_Gustav-Graf_Waldemar-speakers	19,00	18,00	10,00	0,56	1,44	Schauspiel	1848-Freytag_Gustav-Graf_Waldemar-lina.xml							
1840	1848-Nestroy_Johann-Freiheit_in_Krähwinkel-speakers	28,00	21,00	11,00	0,41	1,64	Posse	1848-Nestroy_Johann-Freiheit_in_Kr%C3%A4hwinkel-lina.xml							
1840	1849-Birch-Pfeiffer_Charlotte-Vatersorgen-speakers	13,00	12,00	6,62	0,55	1,45		1849-Birch-Pfeiffer_Charlotte-Vatersorgen-lina.xml							
1840	1849-Hebbel_Friedrich-Der_Rubin-speakers	17,00	14,00	8,00	0,50	1,55	Lustspiel	1849-Hebbel_Friedrich-Der_Rubin-lina.xml							
1840	1849-Hebbel_Friedrich-Herodes_und_Mariamne-speakers	23,00	17,00	8,26	0,38	1,83	Tragödie	1849-Hebbel_Friedrich-Herodes_und_Mariamne-lina.xml							
1840	1849-Mosenthal_Salomon_Hermann_von-Die_lustigen_Weiber_von_Windsor-speakers	18,00	17,00	8,56	0,50	1,50	Oper	1849-Mosenthal_Salomon_Hermann_von-Die_lustigen_Weiber_von_Windsor-lina.xml							
1840	1849-Nestroy_Johann-Judith_und_Holofernes-speakers	25,00	13,00	7,04	0,29	2,45		1849-Nestroy_Johann-Judith_und_Holofernes-lina.xml							
1850	1850-Ludwig_Otto-Der_Erbförster-speakers	17,00	13,00	7,18	0,45	1,64	Trauerspiel	1850-Ludwig_Otto-Der_Erbf%C3%B6rster-lina.xml							
1850	1850-Reinick_Robert-Genoveva-speakers	18,00	17,00	10,89	0,64	1,36	Oper	1850-Reinick_Robert-Genoveva-lina.xml							
1850	1850-Wagner_Richard-Lohengrin-speakers	18,00	17,00	12,78	0,75	1,25	Oper	1850-Wagner_Richard-Lohengrin-lina.xml							
1850	1852-Freytag_Gustav-Die_Journalisten-speakers	23,00	22,00	16,70	0,76	1,24	Lustspiel	1852-Freytag_Gustav-Die_Journalisten-lina.xml							
1850	1852-Hebbel_Friedrich-Agnes_Bernauer-speakers	34,00	24,00	9,47	0,29	1,75	Trauerspiel	1852-Hebbel_Friedrich-Agnes_Bernauer-lina.xml							
1850	1853-Wagner_Richard-Das_Rheingold-speakers	14,00	13,00	11,57	0,89	1,11		1853-Wagner_Richard-Das_Rheingold-lina.xml							
1850	1853-Wagner_Richard-Die_Walküre-speakers	14,00	13,00	9,14	0,70	1,30		1853-Wagner_Richard-Die_Walk%C3%BCre-lina.xml							
1850	1853-Wagner_Richard-Siegfried-speakers	8,00	6,00	4,25	0,61	1,43	Tragödie	1853-Wagner_Richard-Siegfried-lina.xml							
1850	1854-Ludwig_Otto-Die_Makkabäer-speakers	35,00	34,00	26,46	0,78	1,22	Trauerspiel	1854-Ludwig_Otto-Die_Makkab%C3%A4er-lina.xml							
1850	1854-Schober_Franz_von-Alfonso_und_Estrella-speakers	21,00	17,00	8,76	0,44	1,47	Oper	1854-Schober_Franz_von-Alfonso_und_Estrella-lina.xml							
1850	1856-Hebbel_Friedrich-Gyges_und_sein_Ring-speakers	9,00	8,00	7,78	0,97	1,03	Tragödie	1856-Hebbel_Friedrich-Gyges_und_sein_Ring-lina.xml							
1850	1858-Berg_O._F.-Berlin_wie_es_weint_und_lacht-speakers	36,00	22,00	8,39	0,24	1,89	Volksstück	1858-Berg_O._F.-Berlin_wie_es_weint_und_lacht-lina.xml							
1850	1858-Cornelius_Peter-Der_Barbier_von_Bagdad-speakers	17,00	15,00	8,00	0,50	1,50	Oper	1858-Cornelius_Peter-Der_Barbier_von_Bagdad-lina.xml							
1850	1859-Lassalle_Ferdinand-Franz_von_Sickingen-speakers	60,00	30,00	7,57	0,13	2,61	Tragödie	1859-Lassalle_Ferdinand-Franz_von_Sickingen-lina.xml							
1850	1859-Wagner_Richard-Tristan_und_Isolde-speakers	10,00	9,00	7,00	0,78	1,22		1859-Wagner_Richard-Tristan_und_Isolde-lina.xml							
1860	1861-Hebbel_Friedrich-Der_gehörnte_Siegfried-speakers	9,00	6,00	4,44	0,56	1,09		1861-Hebbel_Friedrich-Der_geh%C3%B6rnte_Siegfried-lina.xml							
1860	1861-Hebbel_Friedrich-Kriemhilds_Rache-speakers	21,00	18,00	10,67	0,53	1,50	Trauerspiel	1861-Hebbel_Friedrich-Kriemhilds_Rache-lina.xml							
1860	1861-Hebbel_Friedrich-Siegfrieds_Tod-speakers	17,00	14,00	8,35	0,52	1,33	Trauerspiel	1861-Hebbel_Friedrich-Siegfrieds_Tod-lina.xml							
1840	1849-Benedix_Julius_Roderich-Die_Hochzeitsreise-speakers	5,00	4,00	3,20	0,80	1,20	Lustspiel	1862-Benedix_Julius_Roderich-Die_Hochzeitsreise-lina.xml							
1860	1862-Benedix_Julius_Roderich-Die_Lügnerin-speakers	8,00	7,00	5,75	0,82	1,18	Lustspiel	1862-Benedix_Julius_Roderich-Die_L%C3%BCgnerin-lina.xml							
1860	1862-Moser_Gustav_von-Das_Stiftungsfest-speakers	11,00	10,00	8,18	0,82	1,18		1862-Moser_Gustav_von-Das_Stiftungsfest-lina.xml							
1860	1862-Vischer_Friedrich_Theodor-Faust-speakers	76,00	58,00	12,92	0,17	1,94	Tragödie	1862-Vischer_Friedrich_Theodor-Faust-lina.xml							
1860	1864-Hebbel_Friedrich-Demetrius-speakers	28,00	19,00	7,36	0,27	1,90		1864-Hebbel_Friedrich-Demetrius-lina.xml							
1860	1865-Birch-Pfeiffer_Charlotte-In_der_Heimath-speakers	18,00	15,00	9,00	0,53	1,52		1865-Birch-Pfeiffer_Charlotte-In_der_Heimath-lina.xml							
1860	1865-Heyse_Paul-Colberg-speakers	25,00	21,00	10,56	0,44	1,59	Schauspiel	1865-Heyse_Paul-Colberg-lina.xml							
1860	1867-Roeber_Friedrich-König_Manfred-speakers	23,00	16,00	5,65	0,26	1,82	Oper	1867-Roeber_Friedrich-K%C3%B6nig_Manfred-lina.xml							
1860	1868-Wagner_Richard-Die_Meistersinger_von_Nürnberg-speakers	33,00	32,00	19,45	0,61	1,39		1868-Wagner_Richard-Die_Meistersinger_von_N%C3%BCrnberg-lina.xml							
1870	1870-Anzengruber_Ludwig-Der_Pfarrer_von_Kirchfeld-speakers	22,00	18,00	8,09	0,39	1,76		1870-Anzengruber_Ludwig-Der_Pfarrer_von_Kirchfeld-lina.xml							
1870	1871-Anzengruber_Ludwig-Der_Meineidbauer-speakers	23,00	15,00	5,83	0,26	2,04		1871-Anzengruber_Ludwig-Der_Meineidbauer-lina.xml							
1870	1872-Anzengruber_Ludwig-Die_Kreuzelschreiber-speakers	23,00	20,00	13,65	0,62	1,48	Komödie	1872-Anzengruber_Ludwig-Die_Kreuzelschreiber-lina.xml							
1850	1851-Grillparzer_Franz-Die_Jüdin_von_Toledo-speakers	15,00	14,00	9,73	0,70	1,30	Historisches Trauerspiel	1872-Grillparzer_Franz-Die_J%C3%BCdin_von_Toledo-lina.xml							
1840	1848-Grillparzer_Franz-Ein_Bruderzwist_in_Habsburg-speakers	43,00	39,00	22,00	0,52	1,48	Trauerspiel	1872-Grillparzer_Franz-Ein_Bruderzwist_in_Habsburg-lina.xml							
1870	1872-Wilbrandt_Adolf_von-Gracchus_der_Volkstribun-speakers	23,00	21,00	13,65	0,62	1,39	Trauerspiel	1872-Wilbrandt_Adolf_von-Gracchus_der_Volkstribun-lina.xml							
1870	1874-Anzengruber_Ludwig-Der_Gwissenswurm-speakers	15,00	9,00	4,80	0,34	1,73	Komödie	1874-Anzengruber_Ludwig-Der_Gwissenswurm-lina.xml							
1870	1874-Haffner_Carl-Die_Fledermaus-speakers	26,00	22,00	16,54	0,66	1,39	Operette	1874-Haffner_Carl-Die_Fledermaus-lina.xml							
1870	1874-Widmann_Joseph_Viktor-Der_Widerspenstigen_Zähmung-speakers	13,00	11,00	6,46	0,54	1,49	Oper	1874-Widmann_Joseph_Viktor-Der_Widerspenstigen_Z%C3%A4hmung-lina.xml							
1870	1875-Mosenthal_Salomon_Hermann_von-Das_goldene_Kreuz-speakers	10,00	9,00	7,80	0,87	1,13	Oper	1875-Mosenthal_Salomon_Hermann_von-Das_goldene_Kreuz-lina.xml							
1870	1875-Mosenthal_Salomon_Hermann_von-Die_Königin_von_Saba-speakers	15,00	13,00	8,80	0,63	1,39	Oper	1875-Mosenthal_Salomon_Hermann_von-Die_K%C3%B6nigin_von_Saba-lina.xml							
1870	1876-L'Arronge_Adolph-Mein_Leopold-speakers	26,00	21,00	10,15	0,41	1,64		1876-L'Arronge_Adolph-Mein_Leopold-lina.xml							
1870	1876-Wagner_Richard-Götterdämmerung-speakers	23,00	18,00	7,48	0,34	1,74		1876-Wagner_Richard-G%C3%B6tterd%C3%A4mmerung-lina.xml							
1870	1877-Anzengruber_Ludwig-Das_vierte_Gebot-speakers	30,00	22,00	8,73	0,30	1,84		1877-Anzengruber_Ludwig-Das_vierte_Gebot-lina.xml							
1870	1877-Wagner_Richard-Parsifal-speakers	31,00	30,00	16,32	0,54	1,46		1877-Wagner_Richard-Parsifal-lina.xml							
1870	1879-L'Arronge_Adolph-Hasemann's_Töchter-speakers	18,00	14,00	8,11	0,48	1,59		1879-L'Arronge_Adolph-Hasemann's_T%C3%B6chter-lina.xml							
1880	1880-Ganghofer_Ludwig-Der_Herrgottschnitzer_von_Ammergau-speakers	21,00	18,00	11,33	0,57	1,45		1880-Ganghofer_Ludwig-Der_Herrgottschnitzer_von_Ammergau-lina.xml							
1880	1881-Moser_Gustav_von-Krieg_oder_Frieden-speakers	8,00	7,00	3,25	0,46	1,54		1881-Moser_Gustav_von-Krieg_oder_Frieden-lina.xml							
1880	1881-Wildenbruch_Ernst_von-Die_Karolinger-speakers	26,00	23,00	13,38	0,54	1,49	Trauerspiel	1881-Wildenbruch_Ernst_von-Die_Karolinger-lina.xml							
1880	1883-Heyse_Paul-Don_Juan's_Ende-speakers	14,00	12,00	6,86	0,53	1,47	Trauerspiel	1883-Heyse_Paul-Don_Juan's_Ende-lina.xml							
1880	1884-Bunge_Rudolf-Der_Trompeter_von_Säkkingen-speakers	21,00	20,00	11,90	0,60	1,40	Oper	1884-Bunge_Rudolf-Der_Trompeter_von_S%C3%A4kkingen-lina.xml							
1880	1885-Anzengruber_Ludwig-Heimg'funden-speakers	28,00	17,00	8,57	0,32	2,00	Komödie	1885-Anzengruber_Ludwig-Heimg'funden-lina.xml							
1880	1885-Schnitzer_Ignaz-Der_Zigeunerbaron-speakers	18,00	16,00	11,89	0,70	1,31	Schwank	1885-Sch%C3%B6nthan_Franz_und_Paul_von-Der_Raub_der_Sabinerinnen-lina.xml							
1880	1885-Schönthan_Franz_und_Paul_von-Der_Raub_der_Sabinerinnen-speakers	11,00	9,00	6,91	0,69	1,33	Operette	1885-Schnitzer_Ignaz-Der_Zigeunerbaron-lina.xml							
1840	1840-Droste-Hülshoff_Annette_von-Perdu_oder_Dichter_Verleger_und_Blaustrümpfe-speakers	10,00	8,00	5,80	0,64	1,40	Lustspiel	1886-Droste-H%C3%BClshoff_Annette_von-Perdu_oder_Dichter_Verleger_und_Blaustr%C3%BCmpfe-lina.xml							
1880	1888-Alberti_Konrad-Brot-speakers	33,00	28,00	15,76	0,49	1,52	Schauspiel	1888-Alberti_Konrad-Brot-lina.xml							
1880	1888-Bleibtreu_Karl-Weltgericht-speakers	40,00	39,00	19,35	0,50	1,50	Tragödie	1888-Bleibtreu_Karl-Weltgericht-lina.xml							
1880	1888-Wildenbruch_Ernst_von-Die_Quitzows-speakers	56,00	40,00	12,46	0,23	1,94	Schauspiel	1888-Wildenbruch_Ernst_von-Die_Quitzows-lina.xml							
1880	1889-Bleibtreu_Karl-Ein_Faust_der_That-speakers	25,00	24,00	19,44	0,81	1,19	Tragödie	1889-Bleibtreu_Karl-Ein_Faust_der_That-lina.xml							
1880	1889-Sudermann_Hermann-Die_Ehre-speakers	15,00	12,00	8,00	0,57	1,48		1889-Sudermann_Hermann-Die_Ehre-lina.xml							
1880	1889-Wilbrandt_Adolf_von-Der_Meister_von_Palmyra-speakers	32,00	27,00	7,44	0,24	1,91		1889-Wilbrandt_Adolf_von-Der_Meister_von_Palmyra-lina.xml							
1890	1890-Alberti_Konrad-Im_Suff-speakers	18,00	9,00	7,78	0,46	1,04		1890-Alberti_Konrad-Im_Suff-lina.xml							
1890	1890-Holz_Arno-Die_Familie_Selicke-speakers	8,00	7,00	7,00	1,00	1,00		1890-Holz_Arno-Die_Familie_Selicke-lina.xml							
1890	1890-Wildenbruch_Ernst_von-Die_Haubenlerche-speakers	7,00	6,00	6,00	1,00	1,00	Schauspiel	1890-Wildenbruch_Ernst_von-Die_Haubenlerche-lina.xml							
1890	1891-Wedekind_Frank-Frühlings_Erwachen-speakers	36,00	24,00	9,44	0,27	2,04	Tragödie	1891-Wedekind_Frank-Fr%C3%BChlings_Erwachen-lina.xml							
1890	1892-Schlaf_Johannes-Meister_Oelze-speakers	8,00	7,00	6,50	0,93	1,07		1892-Schlaf_Johannes-Meister_Oelze-lina.xml							
1890	1893-Hartleben_Otto_Erich-Hanna_Jagert-speakers	18,00	17,00	9,00	0,53	1,47	Komödie	1893-Hartleben_Otto_Erich-Hanna_Jagert-lina.xml							
1890	1893-Schnitzler_Arthur-Anatol-speakers	11,00	10,00	3,45	0,35	1,65		1893-Schnitzler_Arthur-Anatol-lina.xml							
1890	1893-Sudermann_Hermann-Heimat-speakers	14,00	13,00	7,86	0,60	1,40	Schauspiel	1893-Sudermann_Hermann-Heimat-lina.xml							
1890	1893-Wette_Adelheid-Hänsel_und_Gretel-speakers	10,00	9,00	3,80	0,42	1,58		1893-Wette_Adelheid-H%C3%A4nsel_und_Gretel-lina.xml							
1890	1894-Hofmannsthal_Hugo_von-Der_Tor_und_der_Tod-speakers	6,00	5,00	5,00	1,00	1,00		1894-Hofmannsthal_Hugo_von-Der_Tor_und_der_Tod-lina.xml							
1890	1895-Panizza_Oskar-Das_Liebeskonzil-speakers	36,00	16,00	12,67	0,36	1,28	Tragödie	1895-Panizza_Oskar-Das_Liebeskonzil-lina.xml							
1890	1895-Ruederer_Josef-Die_Fahnenweihe-speakers	31,00	30,00	28,00	0,93	1,07	Komödie	1895-Ruederer_Josef-Die_Fahnenweihe-lina.xml							
1890	1895-Schnitzler_Arthur-Liebelei-speakers	9,00	8,00	6,22	0,78	1,22	Schauspiel	1895-Schnitzler_Arthur-Liebelei-lina.xml							
1890	1895-Wedekind_Frank-Erdgeist-speakers	13,00	11,00	5,85	0,49	1,54	Tragödie	1895-Wedekind_Frank-Erdgeist-lina.xml							
1890	1896-Hartleben_Otto_Erich-Die_sittliche_Forderung-speakers	3,00	2,00	2,00	1,00	1,00	Tragödie	1896-Hartleben_Otto_Erich-Die_sittliche_Forderung-lina.xml							
1890	1896-Holz_Arno-Sozialaristokraten-speakers	16,00	15,00	11,00	0,73	1,27		1896-Holz_Arno-Sozialaristokraten-lina.xml							
1890	1897-Kupelwieser_Josef-Fierrabras-speakers	16,00	13,00	8,75	0,58	1,48	Oper	1897-Kupelwieser_Josef-Fierrabras-lina.xml							
1890	1897-Scheerbart_Paul-Der_Regierungswechsel-speakers	3,00	2,00	2,00	1,00	1,00		1897-Scheerbart_Paul-Der_Regierungswechsel-lina.xml							
1890	1897-Scheerbart_Paul-Die_Puppe_und_die_Dauerwurst-speakers	3,00	2,00	2,00	1,00	1,00		1897-Scheerbart_Paul-Die_Puppe_und_die_Dauerwurst-lina.xml							
1890	1897-Widmann_Joseph_Viktor-Maikäfer-Komödie-speakers	45,00	40,00	23,07	0,52	1,51	Komödie	1897-Widmann_Joseph_Viktor-Maik%C3%A4fer-Kom%C3%B6die-lina.xml							
1890	1898-Blumenthal_Oskar-Im_weißen_Rößl-speakers	35,00	33,00	20,00	0,59	1,42	Lustspiel	1898-Blumenthal_Oskar-Im_wei%C3%9Fen_R%C3%B6%C3%9Fl-lina.xml							
1890	1898-Hartleben_Otto_Erich-Rosenmontag-speakers	24,00	20,00	10,92	0,47	1,56	Tragödie	1898-Hartleben_Otto_Erich-Rosenmontag-lina.xml							
1890	1898-Hofmannsthal_Hugo_von-Die_Frau_im_Fenster-speakers	3,00	2,00	2,00	1,00	1,00		1898-Hofmannsthal_Hugo_von-Die_Frau_im_Fenster-lina.xml							
1890	1898-Laufs_Carl-Pension_Schöller-speakers	18,00	17,00	10,11	0,59	1,41	Posse	1898-Laufs_Carl-Pension_Sch%C3%B6ller-lina.xml							
1890	1898-Panizza_Oskar-Nero-speakers	52,00	30,00	10,96	0,21	1,97	Tragödie	1898-Panizza_Oskar-Nero-lina.xml							
1890	1898-Rilke_Rainer_Maria-Ohne_Gegenwart-speakers	3,00	2,00	2,00	1,00	1,00		1898-Rilke_Rainer_Maria-Ohne_Gegenwart-lina.xml							
1890	1898-Schäfer_Wilhelm-Faustine_der_weibliche_Faust-speakers	39,00	17,00	4,51	0,12	2,03	Tragödie	1898-Sch%C3%A4fer_Wilhelm-Faustine_der_weibliche_Faust-lina.xml							
1890	1898-Wedekind_Frank-Der_Marquis_von_Keith-speakers	23,00	22,00	15,48	0,70	1,30	Schauspiel	1898-Wedekind_Frank-Der_Marquis_von_Keith-lina.xml							
1890	1899-Hofmannsthal_Hugo_von-Der_Abenteurer_und_die_Sängerin_oder_Die_Geschenke_des_Lebens-speakers	16,00	15,00	13,25	0,88	1,12		1899-Hofmannsthal_Hugo_von-Der_Abenteurer_und_die_S%C3%A4ngerin_oder_Die_Geschenke_des_Lebens-lina.xml							
1890	1899-Schnitzler_Arthur-Der_grüne_Kakadu-speakers	29,00	28,00	28,00	1,00	1,00	Groteske	1899-Schnitzler_Arthur-Der_gr%C3%BCne_Kakadu-lina.xml							
1890	1899-Wedekind_Frank-Der_Kammersänger-speakers	7,00	6,00	2,57	0,43	1,57		1899-Wedekind_Frank-Der_Kammers%C3%A4nger-lina.xml							
1890	1899-Wedekind_Frank-Fritz_Schwigerling_oder_Der_Liebestrank-speakers	10,00	8,00	4,80	0,53	1,49	Schwank	1899-Wedekind_Frank-Fritz_Schwigerling_oder_Der_Liebestrank-lina.xml							
1900	1900-Hauptmann_Carl-Ephraims_Breite-speakers	29,00	24,00	14,90	0,53	1,50	Schauspiel	1900-Hauptmann_Carl-Ephraims_Breite-lina.xml							
1840	1843-Eichendorff_Joseph_von-Das_Incognito_oder_Die_mehreren_Könige_oder_Alt_und_Neu-speakers	56,00	40,00	17,54	0,32	1,90	Puppenspiel	1901-Eichendorff_Joseph_von-Das_Incognito_oder_Die_mehreren_K%C3%B6nige_oder_Alt_und_Neu-lina.xml							
1900	1901-Hofmannsthal_Hugo_von-Der_Tod_des_Tizian-speakers	8,00	7,00	7,00	1,00	1,00		1901-Hofmannsthal_Hugo_von-Der_Tod_des_Tizian-lina.xml							
1900	1901-Thoma_Ludwig-Die_Medaille-speakers	14,00	13,00	13,00	1,00	1,00	Komödie	1901-Thoma_Ludwig-Die_Medaille-lina.xml							
1900	1902-Rosenow_Emil-Kater_Lampe-speakers	23,00	22,00	16,96	0,77	1,23	Komödie	1902-Rosenow_Emil-Kater_Lampe-lina.xml							
1900	1902-Schnitzler_Arthur-Reigen-speakers	11,00	3,00	2,18	0,22	2,82		1902-Schnitzler_Arthur-Reigen-lina.xml							
1900	1902-Thoma_Ludwig-Die_Lokalbahn-speakers	15,00	14,00	8,13	0,58	1,42	Komödie	1902-Thoma_Ludwig-Die_Lokalbahn-lina.xml							
1900	1902-Wedekind_Frank-Die_Büchse_der_Pandora-speakers	23,00	18,00	10,78	0,49	1,30	Tragödie	1902-Wedekind_Frank-Die_B%C3%BCchse_der_Pandora-lina.xml							
1900	1902-Wedekind_Frank-König_Nicolo_oder_So_ist_das_Leben-speakers	33,00	31,00	9,15	0,29	1,72	Tragödie	1902-Wedekind_Frank-K%C3%B6nig_Nicolo_oder_So_ist_das_Leben-lina.xml							
1900	1903-Hofmannsthal_Hugo_von-Elektra-speakers	19,00	18,00	18,00	1,00	1,00	Tragödie	1903-Hofmannsthal_Hugo_von-Elektra-lina.xml							
1900	1903-Schnitzler_Arthur-Der_Puppenspieler-speakers	4,00	3,00	3,00	1,00	1,00		1903-Schnitzler_Arthur-Der_Puppenspieler-lina.xml							
1900	1904-Holz_Arno-Traumulus-speakers	25,00	19,00	10,56	0,44	1,66	Komödie	1904-Holz_Arno-Traumulus-lina.xml							
1900	1904-Lautensack_Heinrich-Medusa-speakers	9,00	6,00	4,89	0,61	1,00		1904-Lautensack_Heinrich-Medusa-lina.xml							
1900	1904-Scheerbart_Paul-Das_Gift-speakers	4,00	3,00	3,00	1,00	1,00	Komödie	1904-Scheerbart_Paul-Das_Gift-lina.xml							
1900	1904-Scheerbart_Paul-Das_Mirakel-speakers	2,00	1,00	1,00	1,00	1,00		1904-Scheerbart_Paul-Das_Mirakel-lina.xml							
1900	1904-Scheerbart_Paul-Das_dumme_Luder-speakers	5,00	4,00	4,00	1,00	1,00		1904-Scheerbart_Paul-Das_dumme_Luder-lina.xml							
1900	1904-Scheerbart_Paul-Der_Herr_vom_Jenseits-speakers	2,00	1,00	1,00	1,00	1,00		1904-Scheerbart_Paul-Der_Herr_vom_Jenseits-lina.xml							
1900	1904-Scheerbart_Paul-Der_Schornsteinfeger-speakers	3,00	2,00	2,00	1,00	1,00	Tragödie	1904-Scheerbart_Paul-Der_Schornsteinfeger-lina.xml							
1900	1904-Scheerbart_Paul-Der_Wetterfürst-speakers	3,00	2,00	2,00	1,00	1,00	Schauspiel	1904-Scheerbart_Paul-Der_Wetterf%C3%BCrst-lina.xml							
1900	1904-Scheerbart_Paul-Der_alte_Petrus_oder_Im_Himmel_spukt_es_auch-speakers	8,00	7,00	7,00	1,00	1,00	Schauspiel	1904-Scheerbart_Paul-Der_alte_Petrus_oder_Im_Himmel_spukt_es_auch-lina.xml							
1900	1904-Scheerbart_Paul-Der_fanatische_Bürgermeister-speakers	6,00	5,00	5,00	1,00	1,00		1904-Scheerbart_Paul-Der_fanatische_B%C3%BCrgermeister-lina.xml							
1900	1904-Scheerbart_Paul-Der_vornehme_Räuberhauptmann-speakers	8,00	7,00	4,00	0,57	1,43		1904-Scheerbart_Paul-Der_vornehme_R%C3%A4uberhauptmann-lina.xml							
1900	1904-Scheerbart_Paul-Die_Urgrossmutter-speakers	3,00	2,00	2,00	1,00	1,00		1904-Scheerbart_Paul-Die_Urgrossmutter-lina.xml							
1900	1904-Scheerbart_Paul-Die_Welt_geht_unter-speakers	4,00	3,00	3,00	1,00	1,00		1904-Scheerbart_Paul-Die_Welt_geht_unter-lina.xml							
1900	1904-Scheerbart_Paul-Die_Wurzeln_der_Wohlhabenheit-speakers	13,00	12,00	8,00	0,67	1,33	Schauspiel	1904-Scheerbart_Paul-Die_Wurzeln_der_Wohlhabenheit-lina.xml							
1900	1904-Scheerbart_Paul-Die_lustigen_Räuber-speakers	10,00	9,00	9,00	1,00	1,00	Schauspiel	1904-Scheerbart_Paul-Die_lustigen_R%C3%A4uber-lina.xml							
1900	1904-Scheerbart_Paul-Es_lebe_Europa-speakers	8,00	7,00	5,00	0,71	1,29	Tragödie	1904-Scheerbart_Paul-Es_lebe_Europa-lina.xml							
1900	1904-Scheerbart_Paul-Herr_Kammerdiener_Kneetschke-speakers	10,00	9,00	6,20	0,69	1,31	Tragädie	1904-Scheerbart_Paul-Herr_Kammerdiener_Kneetschke-lina.xml							
1900	1904-Scheerbart_Paul-Lachende_Gespenster-speakers	6,00	5,00	5,00	1,00	1,00	Schauspiel	1904-Scheerbart_Paul-Lachende_Gespenster-lina.xml							
1900	1904-Scheerbart_Paul-Okurirasûna-speakers	10,00	9,00	9,00	1,00	1,00	Komödie	1904-Scheerbart_Paul-Okuriras%C3%BBna-lina.xml							
1900	1904-Scheerbart_Paul-Rübezahl-speakers	17,00	14,00	5,53	0,35	1,76	Schauspiel	1904-Scheerbart_Paul-R%C3%BCbezahl-lina.xml							
1900	1904-Schnitzler_Arthur-Der_einsame_Weg-speakers	11,00	10,00	6,18	0,62	1,38	Schauspiel	1904-Schnitzler_Arthur-Der_einsame_Weg-lina.xml							
1900	1904-Schnitzler_Arthur-Der_tapfere_Cassian-speakers	4,00	3,00	3,00	1,00	1,00		1904-Schnitzler_Arthur-Der_tapfere_Cassian-lina.xml							
1900	1904-Stavenhagen_Fritz-Mudder_Mews-speakers	8,00	7,00	5,50	0,79	1,21		1904-Stavenhagen_Fritz-Mudder_Mews-lina.xml							
1900	1904-Wedekind_Frank-Hidalla_oder_Sein_und_Haben-speakers	15,00	14,00	11,73	0,84	1,16	Schauspiel	1904-Wedekind_Frank-Hidalla_oder_Sein_und_Haben-lina.xml							
1900	1905-Lachmann_Hedwig-Salome-speakers	17,00	16,00	10,47	0,65	1,35		1905-Lachmann_Hedwig-Salome-lina.xml							
1900	1906-Gerhäuser_Emil-Der_Moloch-speakers	15,00	14,00	10,93	0,78	1,22	Tragödie	1906-Gerh%C3%A4user_Emil-Der_Moloch-lina.xml							
1900	1906-Hofmannsthal_Hugo_von-Ödipus_und_die_Sphinx-speakers	37,00	36,00	20,22	0,56	1,44	Tragödie	1906-Hofmannsthal_Hugo_von-%C3%96dipus_und_die_Sphinx-lina.xml							
1900	1906-May_Karl-Babel_und_Bibel-speakers	25,00	24,00	19,36	0,81	1,19		1906-May_Karl-Babel_und_Bibel-lina.xml							
1900	1906-Schnitzler_Arthur-Zum_grossen_Wurstel-speakers	32,00	31,00	31,00	1,00	1,00	Burleske	1906-Schnitzler_Arthur-Zum_grossen_Wurstel-lina.xml							
1900	1906-Wedekind_Frank-Tod_und_Teufel-speakers	4,00	3,00	3,00	1,00	1,00		1906-Wedekind_Frank-Tod_und_Teufel-lina.xml							
1900	1908-Holz_Arno-Sonnenfinsternis-speakers	6,00	5,00	4,67	0,93	1,07	Tragödie	1908-Holz_Arno-Sonnenfinsternis-lina.xml							
1900	1908-Lautensack_Heinrich-Hahnenkampf-speakers	16,00	15,00	10,88	0,72	1,27	Komödie	1908-Lautensack_Heinrich-Hahnenkampf-lina.xml							
1900	1908-Thoma_Ludwig-Moral-speakers	17,00	13,00	6,94	0,43	1,76	Komödie	1908-Thoma_Ludwig-Moral-lina.xml							
1900	1908-Wedekind_Frank-Die_Zensur-speakers	4,00	3,00	3,00	1,00	1,00		1908-Wedekind_Frank-Die_Zensur-lina.xml							
1900	1908-Wedekind_Frank-Musik-speakers	10,00	9,00	5,00	0,56	1,44		1908-Wedekind_Frank-Musik-lina.xml							
1900	1909-Hauptmann_Carl-Der_Antiquar-speakers	4,00	3,00	3,00	1,00	1,00	Komödie	1909-Hauptmann_Carl-Der_Antiquar-lina.xml							
1900	1909-Hauptmann_Carl-Frau_Nadja_Bielew-speakers	4,00	3,00	3,00	1,00	1,00		1909-Hauptmann_Carl-Frau_Nadja_Bielew-lina.xml							
