name;title;author;chars;words;speech_acts
EICHLER;Anna Iwanowna;Ertler, Bruno;1942;378;39
BLUMIG;Ephraims Breite;Hauptmann, Carl;1942;360;17
INGENIEUR;Das Bergwerk;Kaltneker, Hans;1941;323;27
EIN SCHIFFSBÃ„CKER;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;1940;363;14
PRINZESSIN;Halle;Arnim, Ludwig Achim von;1938;371;14
POLIZEIPRÃ„SIDENT;Franziska;Wedekind, Frank;1938;308;12
BIANCA;Anatol;Schnitzler, Arthur;1938;344;37
LINDENSCHMIED;Der Erbförster;Ludwig, Otto;1937;365;20
TRAUTEL;Moisasurs Zauberfluch;Raimund, Ferdinand;1936;380;33
HERMANN GANS;Der letzte Held von Marienburg;Eichendorff, Joseph von;1936;344;22
ISOLANI;Wallensteins Tod;Schiller, Friedrich;1935;374;20
DIE MENGE;Das Bergwerk;Kaltneker, Hans;1934;324;42
VERWALTER;Stella;Goethe, Johann Wolfgang von;1933;338;14
BRAUER;Die verkehrte Welt;Tieck, Ludwig;1932;353;30
CHOR DER SKLAVEN;Die politische Wochenstube;Prutz, Robert Eduard;1930;333;14
SILBERGEITZ;Johann Faust;Weidmann, Paul;1929;356;6
CHORFÃœHRERIN;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1928;325;7
BEZIRKSVORSTEHER;Graf Waldemar;Freytag, Gustav;1928;349;12
SIEGMUND;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;1927;355;14
NATHAN;Der Dorfjahrmarkt;Gotter, Friedrich Wilhelm;1927;361;10
DIE MÃ„DCHEN;Franziska;Wedekind, Frank;1926;335;2
TIZIANELLO;Der Tod des Tizian;Hofmannsthal, Hugo von;1924;370;14
GIOVANNI;Mona Lisa;Dovsky, Beatrice;1921;362;32
DIANORA;Mona Lisa;Dovsky, Beatrice;1920;366;25
FRAU HUSSBERGERIN;Der Unbedeutende;Nestroy, Johann;1917;367;35
JAGUSCHINSKY;Das Gericht von St. Petersburg;Immermann, Karl;1916;345;15
ERSTE DAME;Der Diamant;Hebbel, Friedrich;1915;331;13
GESPENSTERSCHRECK;Franziska;Wedekind, Frank;1914;348;3
KENT;Maria Stuart;Schiller, Friedrich;1913;326;12
GUTRUNE;GötterdÃ_mmerung;Wagner, Richard;1912;373;27
DER MARSE;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;1912;346;13
STÃœSSI;Wilhelm Tell;Schiller, Friedrich;1911;369;19
VEIT;Der zerbrochene Krug;Kleist, Heinrich von;1910;346;17
SCHELM VOM BERGE;Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297;Birch-Pfeiffer, Charlotte;1910;335;8
DER VERTEIDIGER;Die Opferung;Kaltneker, Hans;1910;345;11
DIE ERSCHEINUNG;Ignorabimus;Holz, Arno;1909;304;45
MAYER;Andreas Hofer, der Sandwirt von Passeyer;Immermann, Karl;1901;355;3
FRAU VON FRANKENFREI;Freiheit in KrÃ_hwinkel;Nestroy, Johann;1899;357;30
ABRAMSEN;Im Suff;Alberti, Konrad;1898;343;4
ERSTE FRAU;Der Frauenmut;Essig, Hermann;1896;359;23
PARZIFAL;Merlin;Immermann, Karl;1895;268;12
PAGE;Don Carlos, Infant von Spanien;Schiller, Friedrich;1893;371;22
KATHI;Herr Kammerdiener Kneetschke;Scheerbart, Paul;1893;327;23
KARDINAL;König Manfred;Roeber, Friedrich;1893;355;17
BAUER;Der Gwissenswurm;Anzengruber, Ludwig;1893;377;17
JOHANN;Das vierte Gebot;Anzengruber, Ludwig;1888;371;36
RAB;Einen Jux will er sich machen;Nestroy, Johann;1887;353;18
FROWALD;Die Teufelsmühle am Wienerberg;Hensler, Karl Friedrich;1887;349;15
DUMMERCHEN;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;1886;378;37
DIE ZIGEUNER;Der Zigeunerbaron;Schnitzer, Ignaz;1885;386;4
BURGGRAF;König Ottokars Glück und Ende;Grillparzer, Franz;1885;339;9
ARTABANUS;Der sterbende Cato;Gottsched, Johann Christoph;1885;349;9
OTTILIE;Der Unbedeutende;Nestroy, Johann;1883;326;22
NAPOLÃ‰ON;Der Regierungswechsel;Scheerbart, Paul;1883;318;17
SUSCHEN;Der Dorfbarbier;Weidmann, Paul;1881;360;28
JOSUA;Judith;Hebbel, Friedrich;1881;354;8
GÃ„RTNER;Der Verschwender;Raimund, Ferdinand;1880;355;14
OBERGENERAL;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1878;324;10
BRAUTVATER;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;1878;305;13
KARL;Der Spieler;Iffland, August Wilhelm;1876;361;27
CHRISTUS;Das Liebeskonzil;Panizza, Oskar;1876;344;20
THEISTINER;Die Familie Schroffenstein;Kleist, Heinrich von;1874;347;18
SULAMITH;Die Königin von Saba;Mosenthal, Salomon Hermann von;1873;346;17
RUDOLF DER HARRAS;Wilhelm Tell;Schiller, Friedrich;1871;354;16
JUD;Die Reue nach der That;Wagner, Heinrich Leopold;1871;370;19
SCHULLMEISTER;MÃ_gera, die förchterliche Hexe oder Das bezauberte SchloÃŸ des Herrn von Einhorn;Hafner, Philipp;1870;335;5
DER SEMINARIST;Musik;Hauptmann, Carl;1870;304;8
TOBIES;Scherz, Satire, Ironie und tiefere Bedeutung;Grabbe, Christian Dietrich;1868;332;15
KÃœMMERMANN;Halle;Arnim, Ludwig Achim von;1866;342;16
NÃ–S;König Yngurd;Müllner, Adolph;1865;349;17
FRAU FIEBIG;Sozialaristokraten;Holz, Arno;1865;353;28
DER GEFÃ„NGNISWÃ„RTER;König Nicolo oder So ist das Leben;Wedekind, Frank;1865;323;10
SIMON;Dantons Tod;Büchner, Georg;1864;331;24
DRITTER BRUDER;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;1864;341;16
HERR VON VILLENEUVE;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1863;324;10
EIN SCHÃœLER;Der Antiquar;Hauptmann, Carl;1862;322;23
BÃ„RBEL;Andreas Hofer, der Sandwirt von Passeyer;Immermann, Karl;1862;355;12
WALTER;Wilhelm Tell;Schiller, Friedrich;1861;373;25
PANTALON;Die verkehrte Welt;Tieck, Ludwig;1856;332;18
GRUBHOFER;Die Medaille;Thoma, Ludwig;1856;342;28
BUSTORIUS;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;1853;335;25
MARSCHALL;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1852;334;6
PIRZEL;Die Soldaten;Lenz, Jakob Michael Reinhold;1851;337;13
NAPHTALI;Sozialaristokraten;Holz, Arno;1851;295;21
ERSTER BÃœRGER;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;1851;338;28
CHOR;Genoveva;Reinick, Robert;1850;353;20
SCHUISKI;Die Kinder GodunÃ_fs;Heiseler, Henry von;1849;365;23
BÃ„CKER;Die verkehrte Welt;Tieck, Ludwig;1848;336;22
PAPRUTOWITSCH;Zriny;Körner, Theodor;1847;328;11
CHORUS DAMNATORUM;Die Opferung;Kaltneker, Hans;1846;332;3
MAMMON;Jedermann;Hofmannsthal, Hugo von;1844;365;12
KÃ–NNICKE;Der fanatische Bürgermeister;Scheerbart, Paul;1844;316;12
ALBERICH;GötterdÃ_mmerung;Wagner, Richard;1844;372;7
TOD;Jedermann;Hofmannsthal, Hugo von;1842;342;15
GUIDO;Das Haus der Temperamente;Nestroy, Johann;1841;331;32
FRIESSHARDT;Wilhelm Tell;Schiller, Friedrich;1841;354;20
BERCENNIS;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;1841;322;13
VEREHRUNG;Das SchÃ_ferfest oder Die Herbstfreude;Neuber, Friederike Caroline;1839;336;5
OFFIZIER;Die Gewaltlosen;Rubiner, Ludwig;1839;331;20
GUSTCHEN;Die Lügnerin;Benedix, Julius Roderich;1839;339;32
PRÃ„ZOLD;Judas. Ein Arbeiterdrama;Mühsam, Erich;1838;339;15
DER MÃ–NCH;Der Sieg des Christos;Sorge, Reinhard Johannes;1836;341;10
EIN KASTILIER;Simsone Grisaldo;Klinger, Friedrich Maximilian;1833;342;16
SCHUFTERLE;Die RÃ_uber;Schiller, Friedrich;1831;322;8
OMAR;Moisasurs Zauberfluch;Raimund, Ferdinand;1828;324;10
JANTHE;Der Vampyr;Wohlbrück, Wilhelm August;1827;345;13
PETER;Das Bergwerk zu Falun;Hofmannsthal, Hugo von;1825;358;9
MSTISLAWSKI;Demetrius;Hebbel, Friedrich;1825;339;25
MAGISTER;Vatersorgen;Birch-Pfeiffer, Charlotte;1825;315;7
BÃ„RBELCHEN;Faust;Vischer, Friedrich Theodor;1824;342;16
MANDANE;Magie und Schicksal;Günderode, Karoline von;1821;320;10
CHARLOTTE;Die Soldaten;Lenz, Jakob Michael Reinhold;1818;354;36
PASQUINO;Die neue Arria;Klinger, Friedrich Maximilian;1817;334;21
HUGO;Die Karolinger;Wildenbruch, Ernst von;1816;346;29
HERR FRÃ–HLICH;Der Hypochondrist;Quistorp, Theodor Johann;1815;327;17
DER KLEINE FUCHS;Faust;Vischer, Friedrich Theodor;1813;318;1
FRITZ;Die Kalkbrenner;Holtei, Karl von;1812;348;20
PIETRO;Der Sieg des Christos;Sorge, Reinhard Johannes;1810;337;7
JOST VON HOHENKIRCH;Der letzte Held von Marienburg;Eichendorff, Joseph von;1810;330;20
WALTER;Die Schwestern St. Janvier;WeiÃŸenthurn, Johanna von;1808;352;17
DRITTER DIENER;Struensee;Beer, Michael;1808;326;9
DER EINSIEDLER;Jerusalem;Arnim, Ludwig Achim von;1808;355;3
DER VIERTE BERGMANN;Das Bergwerk;Kaltneker, Hans;1807;340;23
MAGENTROST;Dies irae;Wildgans, Anton;1806;289;16
FROWIN;Franz von Sickingen;Lassalle, Ferdinand;1805;353;15
CHOR;Die Kreuzelschreiber;Anzengruber, Ludwig;1804;292;14
VOLKER;Siegfrieds Tod;Hebbel, Friedrich;1801;348;11
LEGENDRE;Dantons Tod;Büchner, Georg;1800;304;11
MÃ„GDE;Martha oder Der Markt zu Richmond;Riese, Friedrich Wilhelm;1799;368;12
BENNO VON KLEWITZ;Rosenmontag;Hartleben, Otto Erich;1799;301;30
KÃ–NIGIN;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;1798;345;27
ADELMA;Turandot;Busoni, Ferruccio;1798;322;17
KARL;Die Reue nach der That;Wagner, Heinrich Leopold;1797;334;9
ZWEITE REVOLUTIONÃ„RIN;Die Gewaltlosen;Rubiner, Ludwig;1796;322;20
VOLK;Gracchus der Volkstribun;Wilbrandt, Adolf von;1796;342;42
FABIUS MAXIMUS;Hannibal;Grabbe, Christian Dietrich;1795;318;9
DIE DAME;Minna von Barnhelm oder Das Soldatenglück;Lessing, Gotthold Ephraim;1794;322;12
POLISÃ‹I;Die WÃ_nde;Dulk, Albert;1793;311;22
KOMMISSARIUS;Der Rosenkavalier;Hofmannsthal, Hugo von;1792;343;28
HERMINE;Der Unbestechliche;Hofmannsthal, Hugo von;1792;337;31
GEIST;Genoveva;Hebbel, Friedrich;1792;333;6
FELIX;Der sterbende Cato;Gottsched, Johann Christoph;1789;331;10
KUCK;Der fanatische Bürgermeister;Scheerbart, Paul;1787;305;22
FIÃ“DOR;Die Kinder GodunÃ_fs;Heiseler, Henry von;1787;372;33
SCHÃ–NHEITLIEB;Johann Faust;Weidmann, Paul;1785;321;4
CHIRCH;Die Gründung Prags;Brentano, Clemens;1783;336;12
BEIDE CHÃ–RE;Die WÃ_nde;Dulk, Albert;1783;304;5
FREIHERR;Scherz, Satire, Ironie und tiefere Bedeutung;Grabbe, Christian Dietrich;1782;319;16
MIME;Das Rheingold;Wagner, Richard;1781;359;13
LENCHEN;Eulenspiegel oder Schabernack über Schabernack;Nestroy, Johann;1781;338;32
FUST;Die Teufelsmühle am Wienerberg;Hensler, Karl Friedrich;1781;321;17
TOLSTOÃç;Peter und AlexÃ©j;Heiseler, Henry von;1780;327;25
SUSCHEN;Die Lokalbahn;Thoma, Ludwig;1779;348;47
GRAF BRANDT;Struensee;Beer, Michael;1779;331;16
FRÃ„ULEIN;König Ottokars Glück und Ende;Grillparzer, Franz;1777;354;27
DER TOD;Der Tor und der Tod;Hofmannsthal, Hugo von;1776;301;8
HEINRICH;Hahnenkampf;Lautensack, Heinrich;1775;334;24
BEICHTVATER;Der EnglÃ_nder;Lenz, Jakob Michael Reinhold;1775;321;6
PROTEUS;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1774;320;13
RODRIGO;Erdgeist;Wedekind, Frank;1773;322;35
CLOWN AMBROIS;Tobias Buntschuh;Hauptmann, Carl;1772;268;17
STROMBOLO;Die Freunde machen den Philosophen;Lenz, Jakob Michael Reinhold;1771;344;17
GRIMM;Die RÃ_uber;Schiller, Friedrich;1771;333;29
PRIOR;Monaldeschi;Laube, Heinrich;1770;330;22
ELISABETH;König Ottokars Glück und Ende;Grillparzer, Franz;1770;339;23
CHRISTIAN;Das Bergwerk zu Falun;Hofmannsthal, Hugo von;1769;341;7
ARISTAN;Die Hermannsschlacht;Kleist, Heinrich von;1769;323;8
KRAPS;Einen Jux will er sich machen;Nestroy, Johann;1768;337;21
DAS JUNGE MÃ„DCHEN;Der Tor und der Tod;Hofmannsthal, Hugo von;1767;342;1
CARNERO;Der Zigeunerbaron;Schnitzer, Ignaz;1762;322;18
BRADSHAW;Ein Faust der That;Bleibtreu, Karl;1761;297;20
LACERTA;Gaukler, Tod und Juwelier;Hauptmann, Carl;1758;274;5
ANNA;Die Schwestern St. Janvier;WeiÃŸenthurn, Johanna von;1756;347;21
ABDON;Die Jubelfeier der Hölle, oder Faust der jüngere;Benkowitz, Karl Friedrich;1756;306;5
MATHILDE;Das Incognito oder Die mehreren Könige oder Alt und Neu;Eichendorff, Joseph von;1755;333;13
BOLAND;Fierrabras;Kupelwieser, Josef;1754;325;26
KEDMON;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;1753;299;12
HANNIBAL;Die lustigen RÃ_uber;Scheerbart, Paul;1752;286;18
MEISTER;Das Salzburger groÃŸe Welttheater;Hofmannsthal, Hugo von;1750;330;13
SCHEPELEW;Das Gericht von St. Petersburg;Immermann, Karl;1749;323;23
LUX;Der Pfarrer von Kirchfeld;Anzengruber, Ludwig;1747;303;17
LINARIUS;Der Alpenkönig und der Menschenfeind;Raimund, Ferdinand;1747;314;7
SCHULTHEISS;Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297;Birch-Pfeiffer, Charlotte;1745;300;6
RANDOR;Graf Waldemar;Freytag, Gustav;1745;311;20
MELCHIOR;Der romantische Ã–dipus;Platen, August von;1744;329;11
LYNKEUS DER TÃœRMER;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1744;324;3
LAFLOTTE;Dantons Tod;Büchner, Georg;1742;320;10
GLAMWOR;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;1742;316;23
OCTAVIAN;Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend;Raimund, Ferdinand;1739;334;8
ELSI;Andreas Hofer, der Sandwirt von Passeyer;Immermann, Karl;1739;330;29
KURIO;Nero;Panizza, Oskar;1738;250;18
KOLJA;Fritz Schwigerling oder Der Liebestrank;Wedekind, Frank;1736;262;7
GRAF VON KYBURG;Der letzte Held von Marienburg;Eichendorff, Joseph von;1736;323;21
KTESIAS;Der Bettler von Syrakus;Sudermann, Hermann;1732;316;21
KARL;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;1732;321;35
LESLEY;William Ratcliff;Heine, Heinrich;1731;314;18
RODE;Der letzte Held von Marienburg;Eichendorff, Joseph von;1730;311;6
ORTLIEB;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;1730;332;29
DER KNABE;Die Indianer in England;Kotzebue, August von;1730;331;23
JUNGER BRUDER;Der Turm;Hofmannsthal, Hugo von;1728;321;10
BRIGITTE;Ritter Blaubart;Tieck, Ludwig;1726;329;27
MAJOR STERN;Der Spieler;Iffland, August Wilhelm;1725;302;19
ALTER BAUER;Faust. Der Tragödie erster Teil;Goethe, Johann Wolfgang;1723;144;2
BREMSER;Berlin, wie es weint und lacht;Berg, O. F.;1720;309;23
BEICHTIGER;Der Turm;Hofmannsthal, Hugo von;1720;304;12
WUTTKE;Der letzte Held von Marienburg;Eichendorff, Joseph von;1718;297;12
MICHL;Die Kreuzelschreiber;Anzengruber, Ludwig;1718;314;20
HOHEPRIESTER;Die Königin von Saba;Mosenthal, Salomon Hermann von;1718;308;16
DER MÃ–NCH;Don Juan's Ende;Heyse, Paul;1718;298;19
LA FLEUR;Der GroÃŸkophta;Goethe, Johann Wolfgang von;1717;309;17
HUBELAND;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;1717;315;21
EPAPHRODITUS;Nero;Panizza, Oskar;1717;295;9
LENCHEN;Weltgericht;Bleibtreu, Karl;1716;289;12
DER DICHTER;Zum grossen Wurstel;Schnitzler, Arthur;1716;317;30
DER HARFENSPIELER;Almansor;Heine, Heinrich;1715;311;2
REITER;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;1714;280;9
LIESEL;Die Kreuzelschreiber;Anzengruber, Ludwig;1714;341;24
FRAU VON DORN;Welche ist die Braut!;WeiÃŸenthurn, Johanna von;1714;332;26
ELSE;Anatol;Schnitzler, Arthur;1712;366;49
THEROIGNE;Weltgericht;Bleibtreu, Karl;1711;298;28
JUANNA;Ponce de Leon;Brentano, Clemens;1708;276;10
SAPPI;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;1707;291;17
FERIA;Der Triumph der Empfindsamkeit;Goethe, Johann Wolfgang von;1707;304;19
DRITTE REVOLUTIONÃ„RIN;Die Gewaltlosen;Rubiner, Ludwig;1705;313;18
DER SCHWARZROK;Hanswurst von Salzburg mit dem hölzernen Gat;Schink, Johann Friedrich;1705;310;5
BAUER;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;1704;325;21
GALLUS;Doktor und Apotheker;Stephanie, Johann Gottlieb (der Jüngere);1701;311;18
REAKZERL;Freiheit in KrÃ_hwinkel;Nestroy, Johann;1700;281;15
ARABELLA;MiÃŸ Sara Sampson;Lessing, Gotthold Ephraim;1700;343;13
DANNEWITZ;Die Quitzows;Wildenbruch, Ernst von;1695;317;45
ANTON;Der Zerrissene;Nestroy, Johann;1694;310;23
HOSEA;Judith und Holofernes;Nestroy, Johann;1693;309;21
ESTHER;Uriel Acosta;Gutzkow, Karl;1693;356;16
BUHLSCHAFT;Jedermann;Hofmannsthal, Hugo von;1693;339;20
HENRIETTE;Die Schule des Armen oder Zwei Millionen;Kaiser, Friedrich;1692;311;15
MILENKA;Die Gründung Prags;Brentano, Clemens;1691;333;14
DER HEERRUFER;Lohengrin;Wagner, Richard;1691;327;10
KELLERMEISTER;Colberg;Heyse, Paul;1690;307;17
ADJUTANT;Der Spieler;Iffland, August Wilhelm;1690;300;49
ELEMER;Arabella;Hofmannsthal, Hugo von;1689;315;16
ERNESTINE;Die beiden Klingsberg;Kotzebue, August von;1688;339;43
ZWEI KULIS;Der Kreidekreis;Klabund;1686;296;7
MAGOG;Die Jubelfeier der Hölle, oder Faust der jüngere;Benkowitz, Karl Friedrich;1685;280;7
WALTER;Das Manuscript;WeiÃŸenthurn, Johanna von;1683;300;32
JOHANN;Der Verschwender;Raimund, Ferdinand;1683;296;16
DAS VOLK;Die Meistersinger von Nürnberg;Wagner, Richard;1681;334;12
JACK;Die Büchse der Pandora;Wedekind, Frank;1680;322;21
HEGESIAS;Der Bettler von Syrakus;Sudermann, Hermann;1680;324;8
FRAU NÃœNECKE;Berlin, wie es weint und lacht;Berg, O. F.;1680;315;25
BARKAS;Hannibal;Grabbe, Christian Dietrich;1680;305;15
DROLL;König Yngurd;Müllner, Adolph;1679;322;19
JULIE;Dantons Tod;Büchner, Georg;1676;321;20
FRANCISKANER;Golo und Genovefa;Müller, Friedrich (Maler Müller);1676;297;21
EDMUND;Das Haus der Temperamente;Nestroy, Johann;1675;305;32
DONNERSCHLAG;Johann Faust;Weidmann, Paul;1675;316;8
EIN ALTER OFFIZIER IN ZIVILTRACHT;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1674;292;14
DU CHATEL;Die Jungfrau von Orleans;Schiller, Friedrich;1674;327;20
HOCHE;Weltgericht;Bleibtreu, Karl;1673;284;27
FRAU BLITZER;Der Hofmeister oder Vorteile der Privaterziehung;Lenz, Jakob Michael Reinhold;1671;311;8
MERKURIUS;Götter, Helden und Wieland;Goethe, Johann Wolfgang von;1670;306;18
GRÃ–BER;Pension Schöller;Laufs, Carl;1670;292;23
GRUMBKOW;Zopf und Schwert;Gutzkow, Karl;1670;284;33
KNAUT;König Yngurd;Müllner, Adolph;1669;330;15
DON FERNANDO;Simsone Grisaldo;Klinger, Friedrich Maximilian;1667;300;13
ERICHTHO;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1666;270;1
KÃœSTER;Demetrius;Hebbel, Friedrich;1665;317;13
SOLDAT 5.11;Die Jungfrau von Orleans;Schiller, Friedrich;1664;325;20
GOUVERNEUR;Die natürliche Tochter;Goethe, Johann Wolfgang von;1663;288;10
EMERENZIA;Freiheit in KrÃ_hwinkel;Nestroy, Johann;1662;332;36
DIE NICHTE;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1661;318;14
JONATHAN;Die MakkabÃ_er;Ludwig, Otto;1660;306;19
RABANSER CHORAGETES;Dies irae;Wildgans, Anton;1659;285;2
PIRRO;Emilia Galotti;Lessing, Gotthold Ephraim;1659;312;25
TELEMACHOS;Odysseus;Sorge, Reinhard Johannes;1655;300;6
PATSCHKE;Meister Oelze;Schlaf, Johannes;1654;296;13
ESLA;Nikator;Günderode, Karoline von;1654;307;17
DER HEROLD;Agnes Bernauer;Hebbel, Friedrich;1654;272;6
DICHTER;Faustine, der weibliche Faust;SchÃ_fer, Wilhelm;1653;301;10
BUCHJÃ„GER;Der Erbförster;Ludwig, Otto;1652;310;13
FRAU ROLAND;Weltgericht;Bleibtreu, Karl;1651;277;22
THORWÃ„RTEL;Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297;Birch-Pfeiffer, Charlotte;1649;304;4
EMILIE;Doktor Faust's Mantel;BÃ_uerle, Adolf;1647;301;18
EIN HALBWÃœCHSIGER JUNGE;Gaukler, Tod und Juwelier;Hauptmann, Carl;1647;262;3
ANAXAGORAS;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1646;274;6
SIDONIE;Das vierte Gebot;Anzengruber, Ludwig;1645;303;26
PHÃ–NICE;Der sterbende Cato;Gottsched, Johann Christoph;1645;309;9
MARTIN;Die Quitzows;Wildenbruch, Ernst von;1645;308;20
BIRON;Weltgericht;Bleibtreu, Karl;1645;276;12
EMMA;Fierrabras;Kupelwieser, Josef;1644;301;25
BAUERN;Brot!;Alberti, Konrad;1644;336;37
LOIDL;Im weiÃŸen RöÃŸl;Blumenthal, Oskar;1643;317;21
DER ALTE PÃ„TUS;Der Hofmeister oder Vorteile der Privaterziehung;Lenz, Jakob Michael Reinhold;1643;292;5
ZWEITER TOURIST;Rübezahl;Scheerbart, Paul;1640;288;8
HAHNENBEIN;Die Lügnerin;Benedix, Julius Roderich;1640;288;23
LIESE;Der Verschwender;Raimund, Ferdinand;1639;310;24
EIN KAMMERDIENER (FÃœRST);Kabale und Liebe;Schiller, Friedrich;1638;288;8
RITTER;König Yngurd;Müllner, Adolph;1635;308;21
EIN JUNGES MÃ„DCHEN;Penthesilea;Kleist, Heinrich von;1634;290;13
CENSUR;Die WÃ_nde;Dulk, Albert;1634;291;13
SCHATZMEISTER;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1630;287;5
BAUER;Wallensteins Lager;Schiller, Friedrich;1629;303;4
FALLERN VON RODENECK;Andreas Hofer, der Sandwirt von Passeyer;Immermann, Karl;1627;298;26
FAHNENTRÃ„GER;Ein Bruderzwist in Habsburg;Grillparzer, Franz;1626;306;4
ERSTER STUDENT;Faust;Klingemann, August;1625;306;16
RUBEN;Uriel Acosta;Gutzkow, Karl;1624;312;19
OTTOKAR VON HORNEK;König Ottokars Glück und Ende;Grillparzer, Franz;1621;302;2
BACKES;Die Lügnerin;Benedix, Julius Roderich;1621;301;29
SIMEI;Die MakkabÃ_er;Ludwig, Otto;1620;309;28
RÃ„THINN SOMMER;Welche ist die Braut!;WeiÃŸenthurn, Johanna von;1619;287;15
PHILIPPEAU;Dantons Tod;Büchner, Georg;1619;281;12
MARIE;Mein Leopold;L'Arronge, Adolph;1616;305;23
GINEVRA;Mona Lisa;Dovsky, Beatrice;1616;323;22
HEROLD;König Ottokars Glück und Ende;Grillparzer, Franz;1615;295;20
ARMGARD;Wilhelm Tell;Schiller, Friedrich;1615;302;17
FRAU STRAUBING;Andreas Hofer, der Sandwirt von Passeyer;Immermann, Karl;1614;319;10
MARIE;Einen Jux will er sich machen;Nestroy, Johann;1612;296;32
ANTILOCHUS;Penthesilea;Kleist, Heinrich von;1611;279;22
ELSBETH;Der letzte Held von Marienburg;Eichendorff, Joseph von;1610;310;18
ANDREA VALORI;König Nicolo oder So ist das Leben;Wedekind, Frank;1610;272;4
TROMPETER;Wallensteins Lager;Schiller, Friedrich;1608;314;28
EIN DOLOPER;Penthesilea;Kleist, Heinrich von;1607;297;16
EIN ENGLISCHER ARTILLERIEOBRIST;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1606;296;11
ZWEITER BÃœRGER 5. AKT;Judith;Hebbel, Friedrich;1605;304;4
GESANG UNSICHTBARER GEISTER;Faust;Vischer, Friedrich Theodor;1605;218;2
MUSTAFA;Zriny;Körner, Theodor;1601;291;12
MARIANEL;Die Kindermörderin;Wagner, Heinrich Leopold;1601;308;17
CROOK;Marino Caboga;Arnim, Ludwig Achim von;1601;287;14
FORTUNA;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Nestroy, Johann;1600;279;7
STEN;Johann, Herzog von Finnland;WeiÃŸenthurn, Johanna von;1599;306;21
OCTAVIO;Alarkos;Schlegel, Friedrich;1599;272;11
OFFICIER;Evander und Alcimna;Gessner, Salomon;1598;287;11
WLADIMIR;Herr Kammerdiener Kneetschke;Scheerbart, Paul;1597;288;27
PATER;Franziska;Wedekind, Frank;1597;263;18
DIENEMANN;Jerusalem;Arnim, Ludwig Achim von;1595;289;14
CONDORCET;Weltgericht;Bleibtreu, Karl;1594;253;20
DER DICHTENDE FREIER;Belian und Marpalye;Ertler, Bruno;1593;295;23
KÃ–NIG;Euryanthe;ChÃ©zy, Helmina von;1590;301;29
FRAU BOLLAND;Moral;Thoma, Ludwig;1590;284;23
MÃ–RNER;Prinz Friedrich von Homburg;Kleist, Heinrich von;1588;272;5
IBN BULLAK;Der Schornsteinfeger;Scheerbart, Paul;1586;288;26
NARR;Faust;Avenarius, Ferdinand;1585;295;21
JEANETTE;Der Eheteufel auf Reisen;Gleich, Joseph Alois;1585;299;11
DER OFFIZIER;Die Gewaltlosen;Rubiner, Ludwig;1583;298;20
SCHABHOLZ;Faustine, der weibliche Faust;SchÃ_fer, Wilhelm;1582;280;7
SORGENVOLL;Johann Faust;Weidmann, Paul;1579;279;3
HUNDING;Die Walküre;Wagner, Richard;1577;327;9
ZWEYTER MÃ–RDER;Golo und Genovefa;Müller, Friedrich (Maler Müller);1575;307;25
GESANG DER STOFFHUBER;Faust;Vischer, Friedrich Theodor;1574;280;1
ERSTER RAT;OkurirasÃ»na;Scheerbart, Paul;1573;273;20
