name;title;author;chars;words;speech_acts
PETER;MenschenhaÃŸ und Reue;Kotzebue, August von;7824;1448;74
MICHEL;Der Pfarrer von Kirchfeld;Anzengruber, Ludwig;7817;1494;65
ERSTER JÃ„GER;Wallensteins Lager;Schiller, Friedrich;7817;1460;55
CORYDON;Atalanta oder die bezwungene Sprödigkeit;Gottsched, Johann Christoph;7781;1472;40
THERESE;Das goldene Kreuz;Mosenthal, Salomon Hermann von;7775;1444;82
DRAGONES;Golo und Genovefa;Müller, Friedrich (Maler Müller);7775;1389;69
VICTOR;Die Freier;Eichendorff, Joseph von;7765;1414;57
HINZELMANN;Im weiÃŸen RöÃŸl;Blumenthal, Oskar;7764;1413;55
KASPAR;Doctor Johannes Faust;Simrock, Karl;7741;1223;23
MALCHEN;Der Alpenkönig und der Menschenfeind;Raimund, Ferdinand;7739;1401;59
FROH;Das Haus der Temperamente;Nestroy, Johann;7735;1432;105
FIEKCHEN;Der geschÃ_ftige MüÃŸiggÃ_nger;Schlegel, Johann Elias;7728;1447;66
CONSTANTIA;Der Talisman;Nestroy, Johann;7723;1423;101
LORENZ;Die Kalkbrenner;Holtei, Karl von;7718;1464;54
FREIHERR;Der Trompeter von SÃ_kkingen;Bunge, Rudolf;7712;1462;47
AMTMANN;Die JÃ_ger;Iffland, August Wilhelm;7712;1438;112
HELFER;Die Schule des Armen oder Zwei Millionen;Kaiser, Friedrich;7701;1463;64
SOPHIE;Der deutsche Hausvater oder die Familie;Gemmingen-Hornberg, Otto Heinrich von;7698;1449;118
HOLOFERNES;Judith und Holofernes;Nestroy, Johann;7692;1392;74
DIETRICH;Kriemhilds Rache;Hebbel, Friedrich;7692;1479;70
MINNA;Mein Leopold;L'Arronge, Adolph;7690;1409;104
FRAU GENERALIN;Frau Nadja Bielew;Hauptmann, Carl;7687;1311;40
COKE;Ein Faust der That;Bleibtreu, Karl;7687;1278;52
HELENE;Der KammersÃ_nger;Wedekind, Frank;7681;1458;66
LISA;Mona Lisa;Dovsky, Beatrice;7673;1500;86
HASSAN;Almansor;Heine, Heinrich;7665;1361;33
FAZIR;Die Indianer in England;Kotzebue, August von;7659;1415;49
LOUISE;Verbrechen aus Ehrsucht;Iffland, August Wilhelm;7655;1425;101
RITTER;Das Loch oder Das Wiedergefundene Paradies;Arnim, Ludwig Achim von;7648;1427;63
NIFLUNG;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;7645;1426;65
DAGOBERT;Alarkos;Schlegel, Friedrich;7643;1371;18
CONSTANZE;Die Liebe im Narrenhause;Stephanie, Johann Gottlieb (der Jüngere);7642;1445;87
ALWINE;Heimg'funden;Anzengruber, Ludwig;7640;1383;65
JOS FRITZ;Franz von Sickingen;Lassalle, Ferdinand;7632;1449;38
DANDOLO;Abellino;Zschokke, Heinrich;7630;1321;30
ALF;König Yngurd;Müllner, Adolph;7625;1420;70
VON BRÃœHL;Hidalla oder Sein und Haben;Wedekind, Frank;7623;1316;45
VON DER KRON;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;7621;1410;31
LEOPOLD;Ludwig der Bayer;Uhland, Ludwig;7610;1406;26
LISETTE;Der Postzug oder die noblen Passionen;Ayrenhoff, Cornelius Hermann von;7605;1421;83
KANZLER;Faust;Avenarius, Ferdinand;7604;1449;52
HERR STAAR;Die deutschen KleinstÃ_dter;Kotzebue, August von;7593;1328;116
ROMINTA;Der letzte Held von Marienburg;Eichendorff, Joseph von;7584;1434;73
KATHARINA;Genoveva;Hebbel, Friedrich;7582;1534;106
MEHLMEYER;Mein Leopold;L'Arronge, Adolph;7580;1386;65
LOTHAR;Die Karolinger;Wildenbruch, Ernst von;7571;1431;93
BELIAN;Belian und Marpalye;Ertler, Bruno;7571;1355;50
LISETTE;Die Juden;Lessing, Gotthold Ephraim;7562;1429;68
TÃ–RRING;Agnes Bernauer;Hebbel, Friedrich;7561;1390;53
WELTGEISTLICHER;Die natürliche Tochter;Goethe, Johann Wolfgang von;7560;1350;36
EDMUND;Die Hochzeitsreise;Benedix, Julius Roderich;7556;1428;117
SCHARKA;Die Gründung Prags;Brentano, Clemens;7555;1454;69
ACHATIUS;Die Pfarrhauskomödie;Lautensack, Heinrich;7551;1890;38
KRAUTMANN;Doktor und Apotheker;Stephanie, Johann Gottlieb (der Jüngere);7549;1403;48
FRANK;Die Fledermaus;Haffner, Carl;7548;1330;111
FALKE;Die Fledermaus;Haffner, Carl;7539;1304;87
ELISABETH;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;7534;1235;65
GUSTAV;Ein Trauerspiel in Berlin;Holtei, Karl von;7527;1390;60
FRAU SCHWARTZE;Heimat;Sudermann, Hermann;7509;1405;100
SAMUEL;Der Antiquar;Hauptmann, Carl;7505;1276;60
GOLO;Genoveva;Reinick, Robert;7499;1525;98
KÃ–NIG;Nikator;Günderode, Karoline von;7495;1387;35
GRAF SCHWARZBURG;Der letzte Held von Marienburg;Eichendorff, Joseph von;7492;1373;53
BARINKAY;Der Zigeunerbaron;Schnitzer, Ignaz;7492;1430;77
GOLDENTHAL;Professor Bernhardi;Schnitzler, Arthur;7491;1234;51
DR. MICHAEL MANDER;Gaukler, Tod und Juwelier;Hauptmann, Carl;7481;1169;27
ALFRED;Pension Schöller;Laufs, Carl;7481;1355;97
EURYANTHE;Euryanthe;ChÃ©zy, Helmina von;7469;1390;73
DER ALTE NELKEN;Der Antiquar;Hauptmann, Carl;7468;1276;56
FLUTH;Die lustigen Weiber von Windsor;Mosenthal, Salomon Hermann von;7462;1387;86
GARDINER;Lady Johanna Gray oder Der Triumf der Religion;Wieland, Christoph Martin;7455;1297;15
DOUGLAS;William Ratcliff;Heine, Heinrich;7448;1365;26
BOX;Graf Waldemar;Freytag, Gustav;7445;1371;47
LADY;Martha oder Der Markt zu Richmond;Riese, Friedrich Wilhelm;7439;1406;129
VENTIDIUS;Die Hermannsschlacht;Kleist, Heinrich von;7433;1380;42
JOCHAI;Uriel Acosta;Gutzkow, Karl;7422;1387;49
ATTINGHAUSEN;Wilhelm Tell;Schiller, Friedrich;7422;1378;25
SONNENBERG;Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297;Birch-Pfeiffer, Charlotte;7415;1325;62
MAJOR;Krieg oder Frieden;Moser, Gustav von;7412;1341;70
KLAUSING;Traumulus;Holz, Arno;7412;1181;26
ELEAZAR;Die MakkabÃ_er;Ludwig, Otto;7409;1447;67
SCHLICHT;Berlin, wie es weint und lacht;Berg, O. F.;7405;1291;53
MARDUFF;König Yngurd;Müllner, Adolph;7403;1438;51
LISETTE;Der Mann nach der Uhr, oder der ordentliche Mann;Hippel, Theodor Gottlieb von;7399;1363;93
DER GENDARM;Die armseligen Besenbinder;Hauptmann, Carl;7396;1221;53
CANARI;Abellino;Zschokke, Heinrich;7395;1287;37
LOUISE;Sturm und Drang;Klinger, Friedrich Maximilian;7394;1366;63
CONTARINO;Abellino;Zschokke, Heinrich;7394;1279;43
EIN BERLINER FREIWILLIGER;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;7391;1371;58
LOTTCHEN;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;7388;1398;67
WASNER;Moral;Thoma, Ludwig;7377;1239;59
BÃœRGERMEISTER;Magdalena;Thoma, Ludwig;7373;1512;108
VON GROBITZSCH;Rosenmontag;Hartleben, Otto Erich;7371;1290;55
LORENZ;Johannes Gutenberg;Birch-Pfeiffer, Charlotte;7361;1344;27
ULBRICH;Kater Lampe;Rosenow, Emil;7355;1319;81
SOLISA;Alarkos;Schlegel, Friedrich;7345;1348;18
LELIO;Der Schatz;Lessing, Gotthold Ephraim;7331;1344;65
REHAAR;Der Hofmeister oder Vorteile der Privaterziehung;Lenz, Jakob Michael Reinhold;7329;1343;16
SCHRAUBER;Heimg'funden;Anzengruber, Ludwig;7322;1316;74
OTTO;Die Schuld;Müllner, Adolph;7320;1413;61
HERR VON BÃ„R;Der Rauchfangkehrer oder Die unentbehrlichen VerrÃ_ther ihrer Herrschaften aus Eigennutz;Auenbrugger, Johann Leopold von;7320;1281;97
METELLUS;Gracchus der Volkstribun;Wilbrandt, Adolf von;7319;1340;48
GRAF;Das Erbtheil des Vaters;Iffland, August Wilhelm;7312;1294;109
SIR JOHN;Die Indianer in England;Kotzebue, August von;7302;1332;66
GRÃ„FIN;Der Wildschütz oder Die Stimme der Natur;Kotzebue, August von;7299;1339;86
MEPHISTOPHELES;Doctor Johannes Faust;Simrock, Karl;7282;1354;58
GUSTAV;Herzog Theodor von Gothland;Grabbe, Christian Dietrich;7277;1416;91
LISE;Michel Michael;Dehmel, Richard Fedor Leopold;7273;1343;101
AJAXERLE;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;7273;1338;40
GOLDFUCHS;Zu ebener Erde und erster Stock oder Die Launen des Glückes;Nestroy, Johann;7272;1278;98
ZDENKA;Arabella;Hofmannsthal, Hugo von;7270;1473;82
MADAME HAMMEL;Jungfern Köchinnen;MalÃŸ, Karl;7267;1465;78
ADELE;Die Freier;Eichendorff, Joseph von;7264;1402;46
LICHT;Der zerbrochene Krug;Kleist, Heinrich von;7263;1319;136
DIETRICH;Judas. Ein Arbeiterdrama;Mühsam, Erich;7262;1293;104
HERAKLES;Alkestis;Hofmannsthal, Hugo von;7257;1397;49
MIRZA;Der Traum ein Leben;Grillparzer, Franz;7256;1419;55
HAKAM;Der Rubin;Hebbel, Friedrich;7255;1440;72
ANTON GSCHMEIDLER;In Ewigkeit Amen;Wildgans, Anton;7254;1368;43
DOLGORUKI;Die Bojaren;Immermann, Karl;7253;1343;66
DER OBERST;Eid und Pflicht;Engel, Johann Jakob;7252;1397;44
ASSAD;Die Königin von Saba;Mosenthal, Salomon Hermann von;7251;1337;42
ZULEIMA;Almansor;Heine, Heinrich;7248;1301;28
RAT KLEMENS;Der Frauenmut;Essig, Hermann;7247;1291;103
LYDIA;Traumulus;Holz, Arno;7245;1234;60
CLARA;Alarkos;Schlegel, Friedrich;7244;1333;26
JOHANN;Die Familie Schroffenstein;Kleist, Heinrich von;7236;1403;65
SINO;Udohla;Günderode, Karoline von;7227;1327;25
NÃœNECKE;Berlin, wie es weint und lacht;Berg, O. F.;7225;1340;48
ROBERT;Stadt und Land oder Der ViehhÃ_ndler aus Oberösterreich;Kaiser, Friedrich;7220;1356;61
GEORG;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;7218;1197;56
WERNER;Der Trompeter von SÃ_kkingen;Bunge, Rudolf;7216;1371;54
SCHMITZ;Rosenmontag;Hartleben, Otto Erich;7213;1302;48
BAUMILLER;Der Herrgottschnitzer von Ammergau;Ganghofer, Ludwig;7212;1396;77
FRITZE;Vatersorgen;Birch-Pfeiffer, Charlotte;7204;1323;40
FRAU SCHMALENBACH;Die Haubenlerche;Wildenbruch, Ernst von;7202;1490;163
PRÃ„SIDENT;Moral;Thoma, Ludwig;7193;1215;66
MATTHIEU;Das Urbild des Tartüffe;Gutzkow, Karl;7193;1257;45
ALMERINE;Simsone Grisaldo;Klinger, Friedrich Maximilian;7190;1288;39
AMINE;Die Laune des Verliebten;Goethe, Johann Wolfgang von;7189;1427;86
DAHLSJÃ–;Das Bergwerk zu Falun;Hofmannsthal, Hugo von;7187;1420;61
ANNE;Ritter Blaubart;Tieck, Ludwig;7187;1331;95
WALBURGA;Das Haus der Temperamente;Nestroy, Johann;7181;1311;94
VETTER;Der Pfarrer von Kirchfeld;Anzengruber, Ludwig;7173;1331;20
PETER VON RAMBERG;Rosenmontag;Hartleben, Otto Erich;7169;1249;97
VOLKER;Kriemhilds Rache;Hebbel, Friedrich;7166;1409;72
FRANZ;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;7166;1194;62
ACTÃ„A;Der Sohn der Wildnis;Halm, Friedrich;7165;1403;48
LYSIPPUS;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;7162;1298;107
SCHMIDT;Datterich;Niebergall, Ernst Elias;7160;1332;107
ARMANDE;Das Urbild des Tartüffe;Gutzkow, Karl;7156;1321;64
NUREDDIN;Der Barbier von Bagdad;Cornelius, Peter;7143;1317;58
NIKATOR;Nikator;Günderode, Karoline von;7139;1319;38
FRAU SOPHIE JAGERT;Hanna Jagert;Hartleben, Otto Erich;7136;1362;83
VITRY;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;7133;1281;90
CHARIS;Amphitryon;Kleist, Heinrich von;7122;1350;64
CHRYSOTHEMIS;Elektra;Hofmannsthal, Hugo von;7120;1387;69
IRMENTRAUT;Der Waffenschmied;Lortzing, Albert (Gustav);7114;1352;79
ANNIE;Anatol;Schnitzler, Arthur;7114;1382;91
MARCUS;Virginia oder das abgeschaffte Decemvirat;Ayrenhoff, Cornelius Hermann von;7113;1323;40
FUST;Johannes Gutenberg;Birch-Pfeiffer, Charlotte;7107;1304;39
EHRENWEHRT;Der Bookesbeutel;Borkenstein, Hinrich;7101;1229;55
GARCERAN;Die Jüdin von Toledo;Grillparzer, Franz;7095;1363;80
PROSERPINA;Proserpina;Goethe, Johann Wolfgang von;7093;1243;5
ARKAS;Iphigenie auf Tauris;Goethe, Johann Wolfgang von;7091;1293;36
ZACHARIAS;Doktor Faust's Mantel;BÃ_uerle, Adolf;7090;1292;61
SOPHIE;Der Alpenkönig und der Menschenfeind;Raimund, Ferdinand;7085;1301;88
WEBER;Ãœberteufel;Essig, Hermann;7081;1360;116
WILDENHAIN;Industrie und Herz;Bauernfeld, Eduard von;7075;1198;59
DIE MUSE;Der Diamant;Hebbel, Friedrich;7066;1371;27
GUNTHER;Kriemhilds Rache;Hebbel, Friedrich;7062;1364;70
DER FREMDE;Die armseligen Besenbinder;Hauptmann, Carl;7055;1168;22
GERTRAUDE;Welche ist die Braut!;WeiÃŸenthurn, Johanna von;7054;1271;17
PHILIPP;Komtesse Mizzi oder Der Familientag;Schnitzler, Arthur;7051;1234;57
SETH;Der Tod Adams;Klopstock, Friedrich Gottlieb;7048;1334;58
SIMON;Ein treuer Diener seines Herrn;Grillparzer, Franz;7046;1346;60
ZEDLITZ;Traumulus;Holz, Arno;7035;1258;80
LOTTCHEN;Der deutsche Hausvater oder die Familie;Gemmingen-Hornberg, Otto Heinrich von;7035;1381;64
THOAS;Gyges und sein Ring;Hebbel, Friedrich;7034;1380;42
ILLO;Wallensteins Tod;Schiller, Friedrich;7033;1280;66
SCIPIO;Gracchus der Volkstribun;Wilbrandt, Adolf von;7025;1288;34
DAS MÃ„DEL;Hanswurst von Salzburg mit dem hölzernen Gat;Schink, Johann Friedrich;7023;1263;21
HOTOKE;Im goldenen Tempel-Buche verzeichnet;Hauptmann, Carl;7021;1347;29
HANS;Brot!;Alberti, Konrad;7018;1276;43
GOTTHOLD;Doktor und Apotheker;Stephanie, Johann Gottlieb (der Jüngere);7016;1281;90
FRAU MEINHOLD;Das weite Land;Schnitzler, Arthur;7016;1283;50
DER RITTER;Faust;Avenarius, Ferdinand;7014;1313;39
MADAME KRONE;Der Schauspieldirektor;Stephanie, Johann Gottlieb (der Jüngere);7006;1277;37
ISAAK;Die Jüdin von Toledo;Grillparzer, Franz;7000;1365;49
LEVIATHAN;Faust;VoÃŸ, Julius von;6990;1249;55
HERKULES;Alceste;Wieland, Christoph Martin;6986;1296;40
CHARLOTTE;Der Bookesbeutel;Borkenstein, Hinrich;6983;1209;32
GRÃ„FIN;Don Juan's Ende;Heyse, Paul;6980;1280;53
KÃ–NIG LUDWIG;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;6976;1233;67
MONTAGUE;Ein Faust der That;Bleibtreu, Karl;6975;1192;68
DER LIEUTENANT;Der Dorfjahrmarkt;Gotter, Friedrich Wilhelm;6968;1283;75
ARIADNE;Ariadne auf Naxos;Brandes, Johann Christian;6966;1247;9
RICHARD;Die stumme Schönheit;Schlegel, Johann Elias;6964;1355;77
MEPHISTOPHELES;Faust;Bernard, Josef Karl;6964;1258;62
PARSIFAL;Parsifal;Wagner, Richard;6958;1330;51
BRENNER;Doktor Faust;Soden, Julius von;6958;1234;82
BARON;Verbrechen aus Ehrsucht;Iffland, August Wilhelm;6958;1328;105
MALVIZINO;Simsone Grisaldo;Klinger, Friedrich Maximilian;6955;1297;48
BURGUND;Die Jungfrau von Orleans;Schiller, Friedrich;6953;1282;53
DR SCHWARZKOPF;Musik;Wedekind, Frank;6948;1193;14
SOPHIE;Der Rosenkavalier;Hofmannsthal, Hugo von;6947;1375;80
FRAU VON BIEDERLING;Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi;Lenz, Jakob Michael Reinhold;6945;1302;68
FERNANDO;Die Geisterinsel;Gotter, Friedrich Wilhelm;6943;1238;62
DIOKLES;Der Bettler von Syrakus;Sudermann, Hermann;6938;1309;66
THEOBALD;Agnes Bernauer;Hebbel, Friedrich;6937;1341;63
FABIO;Die Geisterinsel;Gotter, Friedrich Wilhelm;6937;1284;56
MA;Der Kreidekreis;Klabund;6927;1242;36
DER FREMDE;Faust;Klingemann, August;6927;1348;108
HAUSER;Moral;Thoma, Ludwig;6915;1217;91
GALLEN;Struensee;Laube, Heinrich;6912;1238;98
PHANTASIE;Babel und Bibel;May, Karl;6909;1358;88
HOFMARSCHALL;Kabale und Liebe;Schiller, Friedrich;6909;1258;61
DIE SCHAUSPIELERINN;Odoardo Galotti, Vater der Emilia;Bodmer, Johann Jacob;6908;1192;1
SCHÃ–N;Das vierte Gebot;Anzengruber, Ludwig;6905;1351;45
JOHANN;Krieg oder Frieden;Moser, Gustav von;6900;1351;63
GRÃ„FIN;Das Erbtheil des Vaters;Iffland, August Wilhelm;6890;1221;88
HADES;Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend;Raimund, Ferdinand;6887;1246;23
BLEISTIFT;Die Karlsschüler;Laube, Heinrich;6886;1223;58
TONG;Der Kreidekreis;Klabund;6885;1162;23
LYONEL;Martha oder Der Markt zu Richmond;Riese, Friedrich Wilhelm;6885;1332;85
DIE MUTTER;Musik;Hauptmann, Carl;6877;1127;44
EVA;Die Meistersinger von Nürnberg;Wagner, Richard;6875;1405;104
ISABEAU;Die Jungfrau von Orleans;Schiller, Friedrich;6864;1256;47
CÃ„CILIE;Bürgerlich und Romantisch;Bauernfeld, Eduard von;6864;1280;125
DER HAUPTMANN;Der Postzug oder die noblen Passionen;Ayrenhoff, Cornelius Hermann von;6843;1248;57
WILLNER;Figaro in Deutschland;Iffland, August Wilhelm;6839;1259;89
GENOVEVA;Genoveva;Reinick, Robert;6836;1364;83
MATHIAS;Ein Bruderzwist in Habsburg;Grillparzer, Franz;6834;1305;68
NORTHUMBERLAND;Lady Johanna Gray oder Der Triumf der Religion;Wieland, Christoph Martin;6833;1213;11
FRANZ;Ein Trauerspiel in Berlin;Holtei, Karl von;6829;1311;54
PIEPENBRINK;Die Journalisten;Freytag, Gustav;6826;1211;66
GÃœNTHER;Die Ahnfrau;Grillparzer, Franz;6826;1292;45
SIEGLINDE;Die Walküre;Wagner, Richard;6825;1376;37
RAPS;Der Schatz;Lessing, Gotthold Ephraim;6825;1276;50
THERESE;Die Bürger in Wien;BÃ_uerle, Adolf;6823;1274;79
NIMMERMANN;Der romantische Ã–dipus;Platen, August von;6821;1156;57
JULIE;Golo und Genovefa;Müller, Friedrich (Maler Müller);6811;1263;95
LISEL;Der Rauchfangkehrer oder Die unentbehrlichen VerrÃ_ther ihrer Herrschaften aus Eigennutz;Auenbrugger, Johann Leopold von;6807;1246;83
BLOCK;Der Diamant;Hebbel, Friedrich;6803;1286;38
SOPHIE;Der Vetter in Lissabon;Schröder, Friedrich Ludwig;6796;1224;116
MELPOMENE;Ein Deutsches Vorspiel;Neuber, Friederike Caroline;6794;1276;18
BRIGITTE;Die Geistlichen auf dem Lande;Krüger, Johann Christian;6791;1187;32
LAKRIMOSA;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;6788;1186;18
OEDIPUS;Der romantische Ã–dipus;Platen, August von;6786;1227;40
KÃ–NIG;Simsone Grisaldo;Klinger, Friedrich Maximilian;6784;1226;41
FERDINAND;Egmont;Goethe, Johann Wolfgang von;6784;1069;36
ERWIN;Erwin und Elmire;Goethe, Johann Wolfgang von;6776;1245;41
HERR KRÃ„USEL;Die alte Jungfer;Lessing, Gotthold Ephraim;6770;1187;42
MIRANDA;Die Geisterinsel;Gotter, Friedrich Wilhelm;6769;1241;64
PAMPHILIO;Halle;Arnim, Ludwig Achim von;6768;1229;46
SONNENSTICH;Frühlings Erwachen;Wedekind, Frank;6767;1070;28
JOYCE;Ein Faust der That;Bleibtreu, Karl;6764;1188;67
ARIDÃ„US;Philotas;Lessing, Gotthold Ephraim;6762;1232;42
SCHÄ’FAKÄ€;Babel und Bibel;May, Karl;6758;1382;87
GERTRUD;Die Walpurgisnacht;Birch-Pfeiffer, Charlotte;6758;1232;47
FRAU ERMISCHER;Kater Lampe;Rosenow, Emil;6753;1241;71
LOISL;Der Herrgottschnitzer von Ammergau;Ganghofer, Ludwig;6750;1296;89
HAUSMEISTER;Der Furchtsame;Hafner, Philipp;6737;1256;55
HENRIETTE;Die beiden Klingsberg;Kotzebue, August von;6735;1240;95
MANDANDANE;Der Triumph der Empfindsamkeit;Goethe, Johann Wolfgang von;6731;1192;11
ST. JUST;Dantons Tod;Büchner, Georg;6730;1127;22
MARIE;Clavigo;Goethe, Johann Wolfgang von;6727;1247;55
NEUMERKEL;Kater Lampe;Rosenow, Emil;6724;1171;70
GRÃ„FIN;Die Piccolomini;Schiller, Friedrich;6718;1246;51
KAY;Merlin;Immermann, Karl;6717;958;14
TAMINO;Die Zauberflöte;Schikaneder, Johann Emanuel;6704;1287;90
CLITANDER;Die alte Jungfer;Lessing, Gotthold Ephraim;6700;1233;37
DIAGORAS;Der romantische Ã–dipus;Platen, August von;6694;1211;43
KATTWALD;Weh dem, der lügt!;Grillparzer, Franz;6691;1335;107
FAUSTIN;Stadt und Land oder Der ViehhÃ_ndler aus Oberösterreich;Kaiser, Friedrich;6691;1263;72
MALWINA;Der Vampyr;Wohlbrück, Wilhelm August;6687;1249;69
ANSELMO;MÃ_gera, die förchterliche Hexe oder Das bezauberte SchloÃŸ des Herrn von Einhorn;Hafner, Philipp;6686;1197;50
BÃ„RBCHEN;Der Dorfjahrmarkt;Gotter, Friedrich Wilhelm;6684;1294;89
JAKOB;Hahnenkampf;Lautensack, Heinrich;6681;1201;62
GABRIELE;Anatol;Schnitzler, Arthur;6669;1276;97
BÃœRGERMEISTER;Die Menschenfreunde;Dehmel, Richard Fedor Leopold;6665;1033;15
KÃ–NIGIN;Die Königin von Saba;Mosenthal, Salomon Hermann von;6658;1240;43
KÃ–NIG;Die natürliche Tochter;Goethe, Johann Wolfgang von;6653;1180;32
HÃ„NSCHEN RILOW;Frühlings Erwachen;Wedekind, Frank;6653;1122;22
CHLOE;Die SchÃ_ferinsel;Mylius, Christlob;6653;1298;113
MÃ–LLER;Der Erbförster;Ludwig, Otto;6647;1233;50
DESPORTES;Die Soldaten;Lenz, Jakob Michael Reinhold;6637;1233;46
PAUSANIAS;Der Meister von Palmyra;Wilbrandt, Adolf von;6636;1282;70
HOFRATH;Der Spieler;Iffland, August Wilhelm;6636;1228;102
DOKTOR VON AIGNER;Das weite Land;Schnitzler, Arthur;6632;1182;66
ZELINDE;Der romantische Ã–dipus;Platen, August von;6627;1189;53
TURNU;Hannibal;Grabbe, Christian Dietrich;6615;1224;48
SAMEAS;Herodes und Mariamne;Hebbel, Friedrich;6613;1314;46
LEANDER;Des Meeres und der Liebe Wellen;Grillparzer, Franz;6611;1291;88
DER WIRT;Die verkehrte Welt;Tieck, Ludwig;6611;1139;32
KANZLER;Andreas Hofer, der Sandwirt von Passeyer;Immermann, Karl;6588;1164;37
LUDWIG;Die Karolinger;Wildenbruch, Ernst von;6587;1271;99
LACROIX;Dantons Tod;Büchner, Georg;6579;1167;44
MARTINA;Don Juan's Ende;Heyse, Paul;6578;1234;33
JULIA;Die Schwestern St. Janvier;WeiÃŸenthurn, Johanna von;6578;1247;47
ITHURIEL;Doktor Faust;Soden, Julius von;6576;1112;62
HENRI;Der grüne Kakadu;Schnitzler, Arthur;6571;1232;40
FRAU VENUS;Michel Michael;Dehmel, Richard Fedor Leopold;6570;1122;36
DALTON;Julie;Sturz, Helfrich Peter;6568;1275;34
MUTTER;Maria Magdalene;Hebbel, Friedrich;6562;1237;32
TIRESIAS;Der romantische Ã–dipus;Platen, August von;6541;1172;27
AKE;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;6534;1220;71
EWELINE;Vatersorgen;Birch-Pfeiffer, Charlotte;6531;1192;60
JOHANNA;Lady Johanna Gray oder Der Triumf der Religion;Wieland, Christoph Martin;6530;1191;14
FRIDERICKE;Die Reue nach der That;Wagner, Heinrich Leopold;6530;1239;71
HORST;Kritik und Antikritik;Raupach, Ernst;6518;1129;71
FRAU VON CYPRESSENBURG;Der Talisman;Nestroy, Johann;6515;1164;88
KISSLING;Pension Schöller;Laufs, Carl;6508;1132;73
BARON;Der Hyperboreische Esel, oder Die heutige Bildung;Kotzebue, August von;6503;1108;55
SOLIMAN;Der Rubin;Hebbel, Friedrich;6496;1285;72
PHÃ–BE;Der Meister von Palmyra;Wilbrandt, Adolf von;6495;1311;41
ORONTE;Damon, oder die wahre Freundschaft;Lessing, Gotthold Ephraim;6489;1208;18
LORENZ;Die Fahnenweihe;Ruederer, Josef;6487;1249;86
TRAUGOTT APPEL;Lottchens Geburtstag;Thoma, Ludwig;6486;1059;87
REICHER;Das Salzburger groÃŸe Welttheater;Hofmannsthal, Hugo von;6482;1183;33
ZERBINETTA;Ariadne auf Naxos;Hofmannsthal, Hugo von;6480;1166;47
DER GOUVERNEUR;Don Juan und Faust;Grabbe, Christian Dietrich;6478;1214;59
FÃœRSTIN;Fritz Schwigerling oder Der Liebestrank;Wedekind, Frank;6474;1152;71
CHRISTINE;Golo und Genovefa;Müller, Friedrich (Maler Müller);6471;1160;74
VEIT;Die Teufelsmühle am Wienerberg;Hensler, Karl Friedrich;6467;1239;32
SEYBOLD;Perdu! oder Dichter, Verleger und Blaustrümpfe;Droste-Hülshoff, Annette von;6466;1180;93
JACOBE;Brot!;Alberti, Konrad;6466;1228;28
NINIANA;Merlin;Immermann, Karl;6465;1084;52
BROMLY;Jerusalem;Arnim, Ludwig Achim von;6459;1162;44
DER OBRISTE;Der Dorfjahrmarkt;Gotter, Friedrich Wilhelm;6456;1154;62
DIE ALTE RASCHKE;Die armseligen Besenbinder;Hauptmann, Carl;6446;1027;29
FELDKIRCH;Kritik und Antikritik;Raupach, Ernst;6445;1170;39
LUDLOW;Ein Faust der That;Bleibtreu, Karl;6444;1084;56
LOTTE;MenschenhaÃŸ und Reue;Kotzebue, August von;6444;1169;51
DER KANZLER;König Ottokars Glück und Ende;Grillparzer, Franz;6442;1228;63
NOLLINGEN;Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297;Birch-Pfeiffer, Charlotte;6435;1135;40
DER BRUDER;Die Opferung;Kaltneker, Hans;6431;1172;28
KÃ–NIG;Der Diamant;Hebbel, Friedrich;6430;1126;22
FRIEDRICH;Lohengrin;Wagner, Richard;6429;1230;42
MÃœLLER;Die Bürger in Wien;BÃ_uerle, Adolf;6426;1142;67
GEHEIMERATH;Der Spieler;Iffland, August Wilhelm;6421;1137;165
VALENTIN;Faust. Der Tragödie erster Teil;Goethe, Johann Wolfgang;6415;545;11
JADWIGA;Traumulus;Holz, Arno;6415;1106;65
